"index","type","start","end","text"
"860","cue","01:07:05,800","01:07:09,837","Anda lupa bahwa di Israel,kita membaca dari kanan ke kiri."
"861","cue","01:07:13,173","01:07:15,909","Tentu saja."
"862","cue","01:07:16,042","01:07:18,478","- Apakah kamu baik-baik saja?- Maaf."
"863","cue","01:07:22,282","01:07:23,584","Anda tampak lelah."
"864","cue","01:07:24,317","01:07:26,754","Ini waktu yang sulit bagimu."
"865","cue","01:07:26,887","01:07:30,057","Kami sudah sedekat iniuntuk dikalahkan, Henry."
"866","cue","01:07:30,190","01:07:31,391","Hmm."
"867","cue","01:07:34,829","01:07:38,198","Presiden Nixonmengirimkan salamnya."
"868","cue","01:07:38,331","01:07:40,668","Saat dia minum,dia berbicara tentang kamu."
"869","cue","01:07:40,801","01:07:43,104","Namaku pastidi bibirnya sepanjang waktu."
"870","cue","01:07:47,341","01:07:50,112","Golda, OPEC telah menyatakanAmerika Serikat"
"871","cue","01:07:50,244","01:07:52,114","negara yang menjadi musuh utama."
"872","cue","01:07:52,246","01:07:53,981","Saudi telah menghentikan produksi minyak kami"
"873","cue","01:07:54,115","01:07:55,282","dan harga minyak mentah melonjak"
"874","cue","01:07:55,416","01:07:58,119","empat dolar menjadi 12 dolar per barel, jadi..."
"875","cue","01:07:58,251","01:07:59,787","Anda bisa melihatnyarakyat Amerika"
"876","cue","01:07:59,920","01:08:03,357","akan membayar harga yang mahaluntuk mendukung Israel."
"877","cue","01:08:04,425","01:08:07,863","Itu sebabnya kita membutuhkanperjanjian gencatan senjata."
"878","cue","01:08:12,734","01:08:15,169","Ya, hal pertama yang utama."
"879","cue","01:08:15,302","01:08:17,873","Ini daftardari setiap tawanan perang."
"880","cue","01:08:18,006","01:08:20,575","Kami telah menangkap sekitar 9.000 orang."
"881","cue","01:08:22,209","01:08:27,248","Bukan Assad atau Sadatkurang peduli dengan tentara mereka."
"882","cue","01:08:27,381","01:08:29,918","Saya ingin daftardari setiap tawanan perang,"
"883","cue","01:08:30,052","01:08:32,954","tanggal kepulangan merekadan pengembalian jenazah."
"884","cue","01:08:33,088","01:08:35,489","Brezhnev meyakinkan sayadia akan berbicara dengan Sadat."
"885","cue","01:08:35,624","01:08:39,427","Aku butuh jaminan, Henry.Dan satu dari Assad."
"886","cue","01:08:39,561","01:08:42,665","Dia yang terburuk.Kuku-kukunya dicabut."
"887","cue","01:08:42,799","01:08:45,333","tentara kami pulangdalam keadaan berkeping-keping."
"888","cue","01:08:46,636","01:08:48,804","Negara ini trauma."
"889","cue","01:08:48,937","01:08:51,841","Jenderal saya memohon kepada sayauntuk menduduki Kairo."
"890","cue","01:08:51,974","01:08:54,542","Sharon seperti seekor anjingdengan tali."
"891","cue","01:08:54,676","01:08:56,478","Jika Anda melakukan itu,kamu akan sendirian."
"892","cue","01:08:56,612","01:08:59,414","Kepentingan jangka panjang Israeltidak akan dilayani"
"893","cue","01:08:59,548","01:09:03,086","oleh putusnyahubungan kita, Golda."
"894","cue","01:09:03,218","01:09:06,055","Sadat sudah menyetujuiketentuan gencatan senjata."
"895","cue","01:09:06,189","01:09:09,558","Tentu saja dia setuju!Dia berada di ambang kekalahan!"
"896","cue","01:09:10,459","01:09:12,661","Ini akan memberinya kesempatanuntuk mengumpulkan kekuatan kembali."
"897","cue","01:09:15,397","01:09:17,166","Anda satu-satunya orangdalam dunia"
"898","cue","01:09:17,299","01:09:20,368","yang mungkin bisa mengertiapa yang sedang saya alami."
"899","cue","01:09:20,502","01:09:25,174","Ya, aku tahu perasaanmu,tapi kita perlu gencatan senjata."
"900","cue","01:09:25,307","01:09:27,309","Saya pikir kita teman,Henry."
"901","cue","01:09:27,442","01:09:29,478","Kami akan selalu melindungi Israel."
"902","cue","01:09:32,347","01:09:34,050","Seperti yang kamu lakukan di tahun '48?"
"903","cue","01:09:34,183","01:09:37,487","Kami harus mendapatkan senjata kamidari Stalin. Stalin!"
"904","cue","01:09:38,921","01:09:41,692","Kelangsungan hidup kamitidak ada dalam bantuanmu."
"905","cue","01:09:41,825","01:09:44,493","Jika kami harus melakukannya,kami akan bertarung sendirian."
"906","cue","01:09:48,430","01:09:51,501","Aku, eh, singgah di London"
"907","cue","01:09:51,635","01:09:53,737","selama beberapa jam dalam perjalanan pulang."
"908","cue","01:09:54,504","01:09:55,806","Saya harus tiba di Washington"
"909","cue","01:09:55,939","01:09:57,875","sekitar jam 9:00 pagi.besok pagi,"
"910","cue","01:09:58,008","01:09:59,475","waktumu."
"911","cue","01:09:59,610","01:10:02,377","Saat saya harus mengumumkangencatan senjata."
"912","cue","01:10:03,847","01:10:07,382","Itu akan memberi Andawaktu 18 jam ..."
"913","cue","01:10:09,219","01:10:10,419","mengamankan jalur suplai Anda."
"914","cue","01:10:10,553","01:10:13,023","Tapi aku memperingatkanmu, Golda."
"915","cue","01:10:13,157","01:10:14,959","Segala upaya untuk mengepungTentara Ketiga"
"916","cue","01:10:15,093","01:10:16,669","akan membawa Sovietke dalam konflik,"
"917","cue","01:10:16,693","01:10:18,629","- Apakah kamu mengerti?- Saya mengerti."
"918","cue","01:10:18,762","01:10:23,366","Atas dasar itu, Israel jugamenyetujui gencatan senjata?"
"919","cue","01:10:24,400","01:10:26,435","Saya punya waktu 18 jam."
"920","cue","01:10:29,472","01:10:30,775","Kalau begitu, ya."
"921","cue","01:10:34,678","01:10:35,947","Terima kasih untuk borschtnya."
"922","cue","01:10:44,888","01:10:45,889","Semoga beruntung, Golda."
"923","cue","01:11:51,790","01:11:53,592","Golda,mereka ingin melihat wajahmu."
"924","cue","01:11:55,294","01:11:57,996","Ya, mereka harus melakukannyamelakukannya tanpa wajahku."
"925","cue","01:11:59,397","01:12:02,201","Tidak, ini tidak mungkin.Ayo."
"926","cue","01:12:02,668","01:12:04,204","TIDAK."
"927","cue","01:12:04,337","01:12:07,373","Golda, aku minta maaf, tapi aku harusmengeluarkanmu dari tempat tidur ini."
"928","cue","01:12:08,974","01:12:10,143","Satu dua tiga."
"929","cue","01:12:11,710","01:12:13,544","Aku tidak bisa, aku... Tidak."
"930","cue","01:12:14,346","01:12:15,781","Tidak. Itu menyakitkan."
"931","cue","01:12:15,915","01:12:17,448","- Aku tahu itu menyakitkan.- Itu menyakitkan."
"932","cue","01:12:17,583","01:12:19,618","Aku tahu. aku akan membantumu."
"933","cue","01:12:20,921","01:12:23,723","Aku berjanji akan menempatkanmudi helikopter ini. Ayo."
"934","cue","01:12:26,458","01:12:29,795","Baiklah. Anda memberi mereka harapan.Mereka perlu melihat wajah Anda."
"935","cue","01:12:41,066","01:12:43,026","Perdana Menteri Golda Meir"
"936","cue","01:12:43,152","01:12:45,821","mengunjungi para prajuritdi garis depan pagi ini,"
"937","cue","01:12:45,946","01:12:48,866","sambil mengenakan sepatunya yang terkenal"
"938","cue","01:12:48,991","01:12:52,035","yang dikenal saat inisebagai ""sepatu Golda""."
"939","cue","01:12:52,160","01:12:53,828","Dia membuka koran,"
"940","cue","01:12:53,953","01:12:56,373","membaca setiap halaman."
"941","cue","01:12:57,249","01:13:00,879","Ini Perdana Menteri kita dalamkunjungan pertama ke Mesir."
"942","cue","01:13:01,004","01:13:04,882","Dia berdiri dan melihat keluardengan sedikit kegembiraan."
"943","cue","01:13:09,011","01:13:11,013","Kami sepenuhnya yakin"
"944","cue","01:13:11,138","01:13:14,183","menguasai tanah gurun yang luaskami telah menaklukkannya."
"945","cue","01:13:14,308","01:13:16,728","Tanah ini menciptakanpemisahan yang lengkap"
"946","cue","01:13:16,853","01:13:19,147","diantara kitadan prajurit Angkatan Darat Ketiga"
"947","cue","01:13:19,272","01:13:21,983","yang melintasi kanal,dan bergerak ke arah kita."
"948","cue","01:13:24,902","01:13:27,322","Wajahnya menunjukkan kesedihan."
"949","cue","01:13:27,447","01:13:30,782","Dia sepertinya sadarbesarnya biaya yang ditanggung dalam kehidupan manusia"
"950","cue","01:13:30,908","01:13:32,492","disebabkan oleh penyeberangan kanal."
"951","cue","01:13:43,212","01:13:46,216","Pertama kalinyadi wilayah Mesir."
"952","cue","01:13:46,341","01:13:47,925","Dia disambut oleh banyak tentara."
"953","cue","01:13:48,050","01:13:50,261","- Semua yang terbaik untukmu.- Hai."
"954","cue","01:13:50,386","01:13:54,682","- Hei, hei.- Tunggu, teman-teman."
"955","cue","01:13:54,807","01:13:57,018","Para prajuritdi bukit pasir di sekitarnya"
"956","cue","01:13:57,143","01:13:59,854","sedang menunggu dengan sabaruntuk foto bersama."
"957","cue","01:13:59,979","01:14:02,523","Nyonya Meirjuga menunggu dengan sabar,"
"958","cue","01:14:02,649","01:14:05,652","sampai fotografer akhirnyabisa mengabadikan momen spesial ini."
"959","cue","01:14:05,777","01:14:09,864","Para prajurit yang mengelilinginyamembuat dia tidak punya pilihan."
"960","cue","01:14:09,989","01:14:11,909","- Saat kamu bergerak...- Dengan lembut."
"961","cue","01:14:12,034","01:14:15,828","Kami sudah mengepungTentara Ketiga pada saat itu,"
"962","cue","01:14:15,954","01:14:18,666","dan kita bisa memusnahkan mereka"
"963","cue","01:14:18,791","01:14:21,376","dan menghancurkan mereka."
"964","cue","01:14:21,501","01:14:23,170","benar-benar menghancurkan."
"965","cue","01:14:23,295","01:14:25,964","IDF memimpin,sampai kami disuruh berhenti."
"966","cue","01:14:26,981","01:14:28,850","Kita, menurut logika kita,"
"967","cue","01:14:28,984","01:14:30,619","dan menurut saya logika itu,"
"968","cue","01:14:30,752","01:14:33,021","jika ada yang bisa mengatakan logika itumasuk akal,"
"969","cue","01:14:33,155","01:14:35,123","memerintahkan kita berdiri seperti ini"
"970","cue","01:14:35,257","01:14:37,659","dan mereka berdiri di sinidan kami berdiri di sana"
"971","cue","01:14:37,793","01:14:40,362","dan mereka berdiri di sanadan kami berdiri di sini"
"972","cue","01:14:40,495","01:14:43,197","dan semuanya menjadi kacau."
"973","cue","01:14:45,734","01:14:48,637","Oh terima kasih."
"974","cue","01:14:50,005","01:14:53,508","Bagus. Tidak, jadi katakanlah begitumasih belum ada kedamaian."
"975","cue","01:14:53,642","01:14:55,277","Tapi sampai saat itu..."
"976","cue","01:15:02,684","01:15:04,286","Ini kemewahan."
"977","cue","01:15:06,121","01:15:07,857","Sungguh menyenangkan. Ini nepotisme!"
"978","cue","01:15:09,425","01:15:10,652","- Salam untuk kalian semua.<i>- Ayolah!</i>"
"979","cue","01:15:10,676","01:15:12,219","Di penghujung hari yang melelahkan,"
"980","cue","01:15:12,345","01:15:14,764","Golda mengucapkan selamat tinggalkepada para prajurit..."
"981","cue","01:15:14,889","01:15:16,849","dan menaiki helikopterkembali ke Tel Aviv"
"982","cue","01:15:16,974","01:15:18,560","untuk mengurusurusan negara."
"983","cue","01:15:22,504","01:15:24,707","Aku baru saja mendapat kabar bahwa Bren"
"984","cue","01:15:24,841","01:15:27,009","telah memotong jalan Suez ke Kairo."
"985","cue","01:15:28,177","01:15:30,646","Tentara Ketiga Mesirsepenuhnya dikepung."
"986","cue","01:15:32,115","01:15:33,982","Sekretaris Kissingermenghubungi."
"987","cue","01:15:34,951","01:15:36,319","Anda mendapatkan Sadat"
"988","cue","01:15:36,452","01:15:37,820","di tenggorokannya, Golda."
"989","cue","01:15:41,224","01:15:42,291","Pak Menlu?"
"990","cue","01:15:42,425","01:15:44,327","Anda harus membukakoridor kemanusiaan"
"991","cue","01:15:44,460","01:15:46,330","ke Tentara Ketiga, Golda."
"992","cue","01:15:46,463","01:15:49,398","<i>Kami tidak bisa mengizinkan 30.000 orangmati kehausan.</i>"
"993","cue","01:15:49,532","01:15:53,836","Kami akan mengirimkan mereka air.Kapan kami mendapatkan tahanan kami kembali."
"994","cue","01:15:53,970","01:15:55,238","<i>Saya akan mencoba mengaturnya...</i>"
"995","cue","01:15:55,371","01:16:00,009","Dan Sadat setujuuntuk melakukan pembicaraan dengan Israel."
"996","cue","01:16:00,910","01:16:03,747","Bukan Entitas Zionis."
"997","cue","01:16:03,881","01:16:05,082","Israel."
"998","cue","01:16:05,215","01:16:07,316","Itu sama saja dengan pengakuan."
"999","cue","01:16:07,450","01:16:10,388","- Ya.<i>- Dia tidak akan pernah menyetujui hal itu.</i>"
"1000","cue","01:16:10,520","01:16:12,188","Dunia Arab akan berbalik melawannya."
"1001","cue","01:16:12,321","01:16:16,292","Jika dia tidak melakukannya, aku akan melakukannyamemerintahkan pesawatku untuk menyerang."
"1002","cue","01:16:16,425","01:16:18,661","Semua pria itu akan mati."
"1003","cue","01:16:19,296","01:16:20,697","Mereka semua."
"1004","cue","01:16:20,831","01:16:23,151","Penghancuran Tentara Ketigaakan memaksa Sadat turun dari kekuasaan."
"1005","cue","01:16:23,267","01:16:25,169","Dia akan digantung di Tahrir Square."
"1006","cue","01:16:25,302","01:16:28,372","Ya, pemikiran ituharus memfokuskan pikirannya."
"1007","cue","01:16:28,505","01:16:30,841","<i>Dan dia akan digantikanoleh seorang garis keras Soviet.</i>"
"1008","cue","01:16:30,974","01:16:33,076","<i>Anda mengetahui hal ini sebaik saya.</i>"
"1009","cue","01:16:33,210","01:16:36,046","<i>Maksudmu orang gila yang bertekadmenghancurkan Israel?</i>"
"1010","cue","01:16:36,180","01:16:39,049","Rusia berada dalam kewaspadaan tinggi."
"1011","cue","01:16:39,183","01:16:41,319","Mereka sedang menyiapkanDivisi11 Lintas Udara."
"1012","cue","01:16:41,452","01:16:43,820","- Apakah kamu mengerti?<i>- Kamu pikir aku tidak mengetahuinya?</i>"
"1013","cue","01:16:43,954","01:16:46,925","Biarkan aku memberitahu Andatentang Rusia, Henry."
"1014","cue","01:16:48,225","01:16:51,828","Ketika saya masih kecil di Ukraina,pada waktu Natal, ayahku"
"1015","cue","01:16:51,962","01:16:53,631","<i>akan menutup jendela</i>"
"1016","cue","01:16:53,764","01:16:55,132","<i>- dari rumah kami...</i>- Golda."
"1017","cue","01:16:55,265","01:16:56,800","Untuk melindungi kita dari Cossack"
"1018","cue","01:16:56,934","01:16:59,370","yang akan mabukdan menyerang orang-orang Yahudi."
"1019","cue","01:17:01,138","01:17:05,176","Mereka akan memukuli orang-orang Yahudi sampai matidi jalan untuk bersenang-senang."
"1020","cue","01:17:05,310","01:17:08,078","Ayahku akan menyembunyikan kamidi ruang bawah tanah."
"1021","cue","01:17:08,880","01:17:10,181","Dan kami akan tetap diam,"
"1022","cue","01:17:10,315","01:17:12,849","berharap para pembunuhakan melewati kita."
"1023","cue","01:17:16,689","01:17:18,456","Wajah ayahku, Henry."
"1024","cue","01:17:19,090","01:17:21,893","<i>Saya tidak akan pernah melupakan wajah itu.</i>"
"1025","cue","01:17:22,026","01:17:25,496","<i>Yang dia inginkan hanyalahuntuk melindungi tentara-tentaranya.</i>"
"1026","cue","01:17:26,497","01:17:30,300","Aku bukan gadis kecil itu yangbersembunyi di ruang bawah tanah!"
"1027","cue","01:17:30,434","01:17:32,904","Jadi, sekarang kamu akan bertarungdengan Rusia juga, ya?"
"1028","cue","01:17:33,037","01:17:34,673","<i>Kau harus memilih, Henry.</i>"
"1029","cue","01:17:34,806","01:17:40,545","Berpihak padaku atau aku akan menciptakansepasukan anak yatim dan janda."
"1030","cue","01:17:40,679","01:17:44,115","- Ini bukan cara untuk...<i>- Aku akan membantai mereka semua.</i>"
"1031","cue","01:17:44,249","01:17:46,184","<i>Kamu berada di pihak siapa?</i>"
"1032","cue","01:17:46,317","01:17:48,253","<i>- Anda harus memilih.</i>- Golda."
"1033","cue","01:17:48,386","01:17:51,289","Tolong dipikirkan.Selamat tinggal, Pak Menlu."
"1034","cue","01:19:13,106","01:19:14,742","Pak Menlu?"
"1035","cue","01:19:14,873","01:19:16,485","<i>Sadat menginginkanmuuntuk mengirim Kepala Staf Anda</i>"
"1036","cue","01:19:16,509","01:19:19,813","<i>ke persimpangandi jalan Suez-Kairo.</i>"
"1037","cue","01:19:19,945","01:19:22,048","<i>Kilometer 101. Tahukah Anda?</i>"
"1038","cue","01:19:22,182","01:19:25,285","Kami merebutnya beberapa hari yang lalu. Kapan?"
"1039","cue","01:19:25,418","01:19:28,888","<i>- Saat fajar.</i>- Dan... orang Rusia?"
"1040","cue","01:19:29,690","01:19:30,890","<i>Mereka sedang menonton.</i>"
"1041","cue","01:19:33,160","01:19:36,062","<i>- Semoga berhasil, Golda.</i>- Terima kasih, Henry."
"1042","cue","01:19:41,076","01:19:42,995","Pertemuan sudah selesai."
"1043","cue","01:19:43,120","01:19:45,540","Dado meninggalkan tenda,"
"1044","cue","01:19:45,665","01:19:49,127","diikuti oleh Komandan orang Mesir, Jenderal Gamasy."
"1045","cue","01:19:49,252","01:19:52,254","Mereka berdua bergegasuntuk melapor kepada pemimpinnya"
"1046","cue","01:19:52,379","01:19:55,008","tentang peristiwa penting tersebuthari ini."
"1047","cue","01:20:09,230","01:20:10,463","Ya?"
"1048","cue","01:20:10,598","01:20:11,733","<i>Bisakah kamu mendengarku?</i>"
"1049","cue","01:20:11,867","01:20:13,367","Ya, Dado. Bicaralah."
"1050","cue","01:20:13,501","01:20:15,435","<i>Saya mendapat pesan dari Sadat.</i>"
"1051","cue","01:20:19,440","01:20:21,542","<i>Dia menawarkan pembicaraan langsung.</i>"
"1052","cue","01:20:21,676","01:20:23,613","<i>Dan pertukaran tawanan perang.</i>"
"1053","cue","01:20:23,746","01:20:26,280","<i>Dia telah memberikan Palang Merahdaftar nama.</i>"
"1054","cue","01:20:26,414","01:20:27,784","<i>Dia merujuk padamu</i>"
"1055","cue","01:20:27,916","01:20:30,184","<i>sebagai Perdana MenteriIsrael, Golda.</i>"
"1056","cue","01:20:30,317","01:20:33,454","Dia menggunakan kata itu, ""Israel""?"
"1057","cue","01:20:33,588","01:20:35,990","<i>Ya. Israel.</i>"
"1058","cue","01:20:37,391","01:20:39,227","<i>Dia mengakui Israel.</i>"
"1059","cue","01:20:42,097","01:20:44,466","Beritahu Jenderal Gamasy"
"1060","cue","01:20:44,600","01:20:49,336","yang kita menyabut kata-kata baikPresiden Sadat."
"1061","cue","01:21:14,664","01:21:15,964","Bagus sekali, Golda."
"1062","cue","01:21:18,167","01:21:19,367","Terima kasih."
"1063","cue","01:21:27,209","01:21:28,477","Permisi."
"1064","cue","01:21:46,763","01:21:48,029","Aku tahu tatapan itu."
"1065","cue","01:21:50,901","01:21:55,271","Sistem penyadap itu tidak dinyalakan."
"1066","cue","01:21:55,404","01:21:57,006","Itu sebabnya intelijen militer"
"1067","cue","01:21:57,139","01:21:59,242","tidak mendengar sinyal perang."
"1068","cue","01:22:01,176","01:22:03,079","Ini tidak mungkin benar."
"1069","cue","01:22:04,313","01:22:06,581","Zeira menyalakannyauntuk beberapa jam"
"1070","cue","01:22:06,716","01:22:10,319","pada hari Kamis tanggal 4,tapi itu tes teknis."
"1071","cue","01:22:10,453","01:22:12,656","Tidak ada satupun garisnyadipantau."
"1072","cue","01:22:12,790","01:22:17,426","Kemudian dimatikan lagisampai hari Sabtu tanggal 6."
"1073","cue","01:22:18,294","01:22:20,731","- Perang pecah pagi.- Tidak."
"1074","cue","01:22:23,800","01:22:26,269","Zeira mencegat kabel"
"1075","cue","01:22:26,402","01:22:28,271","dari Irak hingga Rusia"
"1076","cue","01:22:28,404","01:22:31,441","memberitahu mereka perang ituakan segera dimulai."
"1077","cue","01:22:31,575","01:22:34,377","- Tapi dia menyimpannya untuk dirinya sendiri.- Mengapa?"
"1078","cue","01:22:36,915","01:22:38,247","Siapa yang suka berbuat salah?"
"1079","cue","01:22:44,487","01:22:48,258","Sistem penyadapanharus dirahasiakan."
"1080","cue","01:22:49,393","01:22:52,262","Tidak seorang pun boleh tahu tentang ini."
"1081","cue","01:22:53,297","01:22:54,832","Anda akan disalahkan?"
"1082","cue","01:22:58,068","01:22:59,604","Aku akan mempertahankan ingatanmu."
"1083","cue","01:23:00,971","01:23:02,538","Saya berjanji itu kepada Anda."
"1084","cue","01:23:53,458","01:23:55,226","Golda, lihat itu."
"1085","cue","01:27:26,943","01:27:30,613","Ayolah, Golda.Anda tidak bisa tinggal di sini sepanjang malam."
"1086","cue","01:27:32,048","01:27:33,414","Ini dingin. Pulang."
"1087","cue","01:28:21,530","01:28:23,967","Terima kasih, Nyonya Perdana Menteri."
"1088","cue","01:28:24,101","01:28:25,501","Itu saja."
"1089","cue","01:28:26,469","01:28:27,905","Terima kasih, Pak Ketua."
"1090","cue","01:28:39,983","01:28:42,986","Naluriku memberitahukuperang itu akan datang."
"1091","cue","01:28:45,255","01:28:46,757","Tapi aku mengabaikannya."
"1092","cue","01:28:48,591","01:28:50,827","Saya seharusnya melakukan mobilisasimalam itu."
"1093","cue","01:28:53,664","01:28:55,498","Semua tentara yang meninggal,"
"1094","cue","01:28:55,632","01:28:58,202","Aku akan menanggung rasa sakit ituke kuburanku."
"1095","cue","01:29:01,338","01:29:04,441","Tolong, jangan menuliskannya."
"1096","cue","01:29:25,964","01:29:27,265","<i>Selamat malam semuanya.</i>"
"1097","cue","01:29:27,398","01:29:29,700","<i>Ini Laura Steindi Washington.</i>"
"1098","cue","01:29:29,833","01:29:31,501","<i>Tepat satu tahun yang lalu</i>"
"1099","cue","01:29:31,636","01:29:34,471","<i>menandai untuk pertama kalinyaPerdana Menteri, Golda Meir,</i>110101:29:34,605 ??--> 01:29:38,209<i>bertemu dengan Presiden MesirAnwar Sadat bertatap muka.</i>"
"1100","cue","01:29:38,343","01:29:40,745","<i>Mari kita lihat ke belakangpada momen monumental ini</i>"
"1101","cue","01:29:40,878","01:29:43,881","<i>yang membentuk perjanjian damaiantara Israel dan Mesir</i>"
"1102","cue","01:29:44,015","01:29:46,150","<i>yang akan ditandatangani hari ini juga.</i>"
"1103","cue","01:29:46,284","01:29:48,252","<i>Ketika ditanya beberapa tahun yang lalu...</i>"
"1104","cue","01:29:49,754","01:29:53,125","<i>Kapan menurutku perdamaian akan datang,</i>"
"1105","cue","01:29:53,258","01:29:57,061","<i>""Aku berkata, ""Tanggalnya,Saya tidak tahu.</i>"
"1106","cue","01:29:57,195","01:30:00,232","<i>""Tapi aku tahu di bawah apakondisi itu akan datang.""</i>"
"1107","cue","01:30:00,365","01:30:02,867","<i>""Akan ada pemimpin yang hebat.""</i>"
"1108","cue","01:30:03,602","01:30:05,970","<i>""Dia akan bangun suatu pagi""</i>"
"1109","cue","01:30:06,104","01:30:09,942","<i>""dan merasa kasihanuntuk bangsanya sendiri,""</i>"
"1110","cue","01:30:10,075","01:30:13,511","<i>""untuk tentara-tentaranya sendiriyang gugur dalam pertempuran.""</i>"
"1111","cue","01:30:13,645","01:30:16,215","<i>""Hari itu akan menjadi permulaan""</i>"
"1112","cue","01:30:16,348","01:30:20,219","<i>""perdamaian antara kami dan mereka.""</i>"
"1113","cue","01:30:20,352","01:30:23,421","<i>Pak Presiden,kamu menyerukan perdamaian,</i>"
"1114","cue","01:30:23,553","01:30:27,092","<i>dan aku percayakeinginan tulus Anda untuk perdamaian</i>"
"1115","cue","01:30:27,226","01:30:31,197","<i>seperti yang aku harap kamu percayadalam keinginan yang tulus</i>"
"1116","cue","01:30:31,331","01:30:33,499","<i>di pihak kami untuk perdamaian.</i>"
"1117","cue","01:30:33,632","01:30:35,901","<i>Kalau begitu mari kita lanjutkan.</i>"
"1118","cue","01:30:36,035","01:30:38,337","<i>Setidaknya biarkan kamisimpulkan satu hal.</i>"
"1119","cue","01:30:38,470","01:30:43,275","<i>Awal yang kau punyadibuat dengan keberanian seperti itu</i>"
"1120","cue","01:30:43,409","01:30:47,480","<i>dan dengan harapan akan perdamaian,mari kita putuskan satu hal.</i>"
"1121","cue","01:30:47,614","01:30:53,552","<i>Itu harus dilakukan secara tatap muka,antara kita dan antara kamu.</i>"
"1122","cue","01:30:53,686","01:30:59,692","<i>Supaya wanita tua pun menyukainyaSaya akan hidup untuk melihat hari itu.</i>"
"1123","cue","01:31:02,694","01:31:05,198","<i>Kau selalu meneleponkuseorang wanita tua, Pak Presiden.</i>"
"1124","cue","01:31:11,938","01:31:14,973","<i>Kita akan hidup untuk melihat hari ini</i>"
"1125","cue","01:31:15,108","01:31:17,744","<i>siapa pun yang menandatanganidi pihak Israel,</i>"
"1126","cue","01:31:17,877","01:31:20,479","<i>Saya ingin hidup untuk melihat hari itu.</i>"
"1127","cue","01:31:20,613","01:31:22,015","<i>Dan, Pak Presiden,</i>"
"1128","cue","01:31:22,148","01:31:24,651","<i>sebagai seorang nenekkepada seorang kakek...</i>"
"1129","cue","01:31:28,154","01:31:29,856","<i>bolehkah aku memberimu hadiah kecil</i>"
"1130","cue","01:31:29,989","01:31:31,424","<i>untuk cucu barunya?</i>"
"1131","cue","01:31:31,558","01:31:34,461","<i>Dan terima kasih atas hadiahmuyang telah kamu berikan padaku.</i>"
"1132","cue","01:33:09,557","01:33:13,795","<i>Mari kita tidak berperangsetelah bulan Oktober.</i>"
"1133","cue","01:33:13,929","01:33:16,966","<i>Tidak ada lagi perang, tidak ada lagi pertumpahan darah.</i>"
